asset_id,type,inventory,usage_rate,service_days,temperature,repairs,location,status
DRONE339,DRONE,74,78,254,63,4,BASE_BRAVO,STANDBY
FORKLIFT340,FORKLIFT,144,7,41,34,0,BASE_BRAVO,ACTIVE
RADIO341,RADIO,429,96,182,39,2,BASE_CHARLIE,ACTIVE
TRUCK342,TRUCK,140,71,274,53,7,BASE_DELTA,MAINTENANCE
RADIO343,RADIO,52,93,240,77,6,BASE_CHARLIE,ACTIVE
GENERATOR344,GENERATOR,32,93,247,66,7,BASE_DELTA,MAINTENANCE
VEHICLE345,VEHICLE,87,96,140,74,5,BASE_DELTA,MAINTENANCE
GENERATOR346,GENERATOR,95,100,174,44,2,BASE_DELTA,MAINTENANCE
TRUCK347,TRUCK,30,6,123,63,2,BASE_ALPHA,MAINTENANCE
VEHICLE348,VEHICLE,25,53,74,43,4,BASE_DELTA,ACTIVE
FORKLIFT349,FORKLIFT,143,11,292,48,4,BASE_DELTA,ACTIVE
VEHICLE350,VEHICLE,74,86,48,60,2,BASE_CHARLIE,ACTIVE
GENERATOR351,GENERATOR,85,87,185,65,4,BASE_DELTA,STANDBY
MEDEVAC352,MEDEVAC,131,63,268,79,5,BASE_CHARLIE,ACTIVE
GENERATOR353,GENERATOR,16,60,131,39,2,BASE_CHARLIE,ACTIVE
TRUCK354,TRUCK,56,68,217,61,6,BASE_DELTA,ACTIVE
MEDEVAC355,MEDEVAC,129,25,40,51,2,BASE_BRAVO,STANDBY
TRUCK356,TRUCK,123,25,243,54,5,BASE_BRAVO,MAINTENANCE
DRONE357,DRONE,371,55,19,48,2,BASE_ALPHA,STANDBY
DRONE358,DRONE,359,34,177,58,4,BASE_ALPHA,MAINTENANCE
TRUCK359,TRUCK,105,72,60,72,3,BASE_ALPHA,ACTIVE
VEHICLE360,VEHICLE,68,43,261,59,8,BASE_DELTA,ACTIVE
RADIO361,RADIO,472,82,89,67,1,BASE_CHARLIE,STANDBY
MEDEVAC362,MEDEVAC,36,12,216,37,3,BASE_BRAVO,STANDBY
DRONE363,DRONE,147,92,248,42,6,BASE_CHARLIE,STANDBY
TRUCK364,TRUCK,93,83,221,73,3,BASE_CHARLIE,STANDBY
RADIO365,RADIO,377,97,59,55,2,BASE_BRAVO,STANDBY
DRONE366,DRONE,345,87,63,63,3,BASE_DELTA,STANDBY
TRUCK367,TRUCK,85,50,15,56,1,BASE_DELTA,ACTIVE
GENERATOR368,GENERATOR,142,77,141,72,5,BASE_DELTA,ACTIVE
DRONE369,DRONE,479,42,238,58,4,BASE_BRAVO,STANDBY
VEHICLE370,VEHICLE,114,80,89,50,1,BASE_DELTA,STANDBY
TRAILER371,TRAILER,24,89,97,74,2,BASE_ALPHA,ACTIVE
VEHICLE372,VEHICLE,150,31,48,58,0,BASE_CHARLIE,ACTIVE
DRONE373,DRONE,436,43,159,51,6,BASE_BRAVO,ACTIVE
GENERATOR374,GENERATOR,55,48,195,80,5,BASE_DELTA,ACTIVE
FORKLIFT375,FORKLIFT,80,72,169,58,6,BASE_BRAVO,ACTIVE
RADIO376,RADIO,339,39,204,52,5,BASE_ALPHA,ACTIVE
DRONE377,DRONE,190,56,75,35,2,BASE_ALPHA,MAINTENANCE
TRAILER378,TRAILER,32,19,230,80,6,BASE_ALPHA,STANDBY
DRONE379,DRONE,159,57,55,61,0,BASE_ALPHA,ACTIVE
GENERATOR380,GENERATOR,150,95,17,38,0,BASE_BRAVO,ACTIVE
DRONE381,DRONE,413,90,72,65,3,BASE_DELTA,STANDBY
RADIO382,RADIO,245,68,67,36,1,BASE_ALPHA,ACTIVE
GENERATOR383,GENERATOR,36,42,118,65,5,BASE_CHARLIE,ACTIVE
RADIO384,RADIO,306,85,129,35,1,BASE_DELTA,STANDBY
MEDEVAC385,MEDEVAC,131,91,272,48,5,BASE_CHARLIE,ACTIVE
RADIO386,RADIO,469,71,10,65,0,BASE_BRAVO,MAINTENANCE
TRAILER387,TRAILER,90,85,164,40,3,BASE_DELTA,ACTIVE
FORKLIFT388,FORKLIFT,9,72,48,49,3,BASE_DELTA,STANDBY
DRONE389,DRONE,110,39,237,45,5,BASE_DELTA,ACTIVE
FORKLIFT390,FORKLIFT,136,76,53,65,3,BASE_ALPHA,ACTIVE
RADIO391,RADIO,129,79,207,48,6,BASE_DELTA,ACTIVE
RADIO392,RADIO,360,39,166,41,4,BASE_CHARLIE,ACTIVE
TRUCK393,TRUCK,128,54,78,54,2,BASE_BRAVO,MAINTENANCE
RADIO394,RADIO,379,65,154,66,5,BASE_ALPHA,ACTIVE
TRUCK395,TRUCK,18,79,257,44,7,BASE_BRAVO,ACTIVE
FORKLIFT396,FORKLIFT,97,52,102,80,5,BASE_BRAVO,ACTIVE
TRAILER397,TRAILER,140,58,272,69,8,BASE_ALPHA,STANDBY
DRONE398,DRONE,267,44,59,67,1,BASE_CHARLIE,MAINTENANCE
GENERATOR399,GENERATOR,5,48,273,70,7,BASE_DELTA,ACTIVE
MEDEVAC400,MEDEVAC,140,90,253,64,6,BASE_CHARLIE,STANDBY
MEDEVAC401,MEDEVAC,71,22,273,74,5,BASE_BRAVO,ACTIVE
TRUCK402,TRUCK,137,99,272,47,5,BASE_DELTA,STANDBY
RADIO403,RADIO,319,60,195,61,3,BASE_BRAVO,MAINTENANCE
VEHICLE404,VEHICLE,73,61,188,54,2,BASE_DELTA,ACTIVE
FORKLIFT405,FORKLIFT,38,16,54,50,2,BASE_BRAVO,STANDBY
GENERATOR406,GENERATOR,68,38,158,67,6,BASE_DELTA,STANDBY
DRONE407,DRONE,347,86,34,41,3,BASE_DELTA,ACTIVE
TRAILER408,TRAILER,13,67,172,77,5,BASE_ALPHA,MAINTENANCE
MEDEVAC409,MEDEVAC,29,85,76,74,2,BASE_ALPHA,STANDBY
RADIO410,RADIO,488,32,22,40,3,BASE_DELTA,MAINTENANCE
MEDEVAC411,MEDEVAC,104,85,260,49,7,BASE_BRAVO,ACTIVE
TRUCK412,TRUCK,52,15,102,73,4,BASE_DELTA,ACTIVE
GENERATOR413,GENERATOR,19,41,280,80,6,BASE_ALPHA,ACTIVE
GENERATOR414,GENERATOR,27,29,168,47,3,BASE_BRAVO,STANDBY
TRAILER415,TRAILER,105,87,115,72,2,BASE_BRAVO,ACTIVE
TRUCK416,TRUCK,112,79,136,37,2,BASE_DELTA,STANDBY
GENERATOR417,GENERATOR,141,77,245,46,3,BASE_BRAVO,ACTIVE
TRAILER418,TRAILER,71,30,69,42,4,BASE_DELTA,MAINTENANCE
VEHICLE419,VEHICLE,34,43,277,79,8,BASE_DELTA,MAINTENANCE
TRUCK420,TRUCK,94,31,89,53,4,BASE_DELTA,ACTIVE
TRUCK421,TRUCK,35,12,211,44,3,BASE_BRAVO,MAINTENANCE
MEDEVAC422,MEDEVAC,52,80,183,57,4,BASE_ALPHA,ACTIVE
FORKLIFT423,FORKLIFT,25,95,275,72,7,BASE_DELTA,MAINTENANCE
MEDEVAC424,MEDEVAC,63,96,24,50,1,BASE_ALPHA,ACTIVE
RADIO425,RADIO,208,58,104,70,2,BASE_DELTA,MAINTENANCE
TRAILER426,TRAILER,30,80,155,60,5,BASE_BRAVO,ACTIVE
TRUCK427,TRUCK,46,35,19,49,0,BASE_DELTA,ACTIVE
MEDEVAC428,MEDEVAC,112,95,63,50,1,BASE_CHARLIE,ACTIVE
GENERATOR429,GENERATOR,113,6,156,78,6,BASE_BRAVO,ACTIVE
DRONE430,DRONE,395,15,243,70,6,BASE_BRAVO,MAINTENANCE
TRAILER431,TRAILER,127,97,51,63,0,BASE_CHARLIE,ACTIVE
TRAILER432,TRAILER,6,32,150,45,3,BASE_CHARLIE,MAINTENANCE
FORKLIFT433,FORKLIFT,97,73,242,47,4,BASE_ALPHA,ACTIVE
GENERATOR434,GENERATOR,137,57,298,78,8,BASE_CHARLIE,MAINTENANCE
DRONE435,DRONE,393,19,18,76,3,BASE_CHARLIE,STANDBY
TRAILER436,TRAILER,97,22,256,43,4,BASE_ALPHA,ACTIVE
RADIO437,RADIO,190,83,59,56,0,BASE_BRAVO,ACTIVE
TRAILER438,TRAILER,70,20,28,65,0,BASE_DELTA,STANDBY
MEDEVAC439,MEDEVAC,6,31,64,60,2,BASE_DELTA,ACTIVE
RADIO440,RADIO,488,88,94,44,0,BASE_BRAVO,ACTIVE
GENERATOR441,GENERATOR,71,20,242,61,3,BASE_BRAVO,ACTIVE
GENERATOR442,GENERATOR,46,51,239,76,7,BASE_BRAVO,ACTIVE
FORKLIFT443,FORKLIFT,104,44,298,53,8,BASE_CHARLIE,ACTIVE
TRAILER444,TRAILER,118,65,286,63,6,BASE_CHARLIE,ACTIVE
VEHICLE445,VEHICLE,33,22,36,33,0,BASE_CHARLIE,STANDBY
DRONE446,DRONE,492,46,41,47,2,BASE_BRAVO,MAINTENANCE
MEDEVAC447,MEDEVAC,69,99,122,55,5,BASE_ALPHA,STANDBY
TRAILER448,TRAILER,117,36,256,69,5,BASE_DELTA,ACTIVE
GENERATOR449,GENERATOR,114,23,209,64,7,BASE_DELTA,MAINTENANCE
VEHICLE450,VEHICLE,84,50,285,84,7,BASE_BRAVO,ACTIVE
RADIO451,RADIO,312,94,253,71,8,BASE_CHARLIE,MAINTENANCE
MEDEVAC452,MEDEVAC,31,53,135,60,5,BASE_DELTA,ACTIVE
GENERATOR453,GENERATOR,103,51,192,66,5,BASE_CHARLIE,ACTIVE
TRAILER454,TRAILER,145,47,63,56,0,BASE_ALPHA,ACTIVE
RADIO455,RADIO,245,88,57,49,2,BASE_ALPHA,ACTIVE
MEDEVAC456,MEDEVAC,112,47,170,71,4,BASE_BRAVO,STANDBY
RADIO457,RADIO,361,48,208,49,4,BASE_DELTA,ACTIVE
TRUCK458,TRUCK,118,97,171,75,3,BASE_DELTA,MAINTENANCE
DRONE459,DRONE,374,86,257,46,8,BASE_BRAVO,ACTIVE
VEHICLE460,VEHICLE,93,64,18,70,0,BASE_DELTA,ACTIVE
VEHICLE461,VEHICLE,140,54,41,49,3,BASE_CHARLIE,ACTIVE
TRUCK462,TRUCK,15,9,174,81,6,BASE_ALPHA,ACTIVE
MEDEVAC463,MEDEVAC,147,76,257,47,7,BASE_ALPHA,STANDBY
FORKLIFT464,FORKLIFT,120,69,242,62,6,BASE_BRAVO,STANDBY
RADIO465,RADIO,421,63,77,43,0,BASE_CHARLIE,ACTIVE
TRUCK466,TRUCK,29,64,42,76,3,BASE_CHARLIE,STANDBY
VEHICLE467,VEHICLE,133,99,131,66,2,BASE_DELTA,ACTIVE
RADIO468,RADIO,370,80,120,44,4,BASE_DELTA,MAINTENANCE
MEDEVAC469,MEDEVAC,26,96,73,74,3,BASE_CHARLIE,STANDBY
GENERATOR470,GENERATOR,146,63,116,66,5,BASE_DELTA,ACTIVE
MEDEVAC471,MEDEVAC,14,82,282,50,5,BASE_ALPHA,ACTIVE
TRUCK472,TRUCK,62,52,94,40,2,BASE_ALPHA,ACTIVE
MEDEVAC473,MEDEVAC,66,6,124,39,4,BASE_DELTA,STANDBY
VEHICLE474,VEHICLE,68,42,193,36,2,BASE_BRAVO,STANDBY
TRAILER475,TRAILER,107,82,225,44,3,BASE_DELTA,STANDBY
TRUCK476,TRUCK,17,85,275,42,4,BASE_ALPHA,STANDBY
MEDEVAC477,MEDEVAC,118,93,251,78,5,BASE_ALPHA,MAINTENANCE
DRONE478,DRONE,195,15,143,67,4,BASE_ALPHA,ACTIVE
GENERATOR479,GENERATOR,79,88,40,35,2,BASE_DELTA,ACTIVE
GENERATOR480,GENERATOR,21,80,68,47,4,BASE_ALPHA,ACTIVE
TRUCK481,TRUCK,130,90,112,78,4,BASE_DELTA,MAINTENANCE
FORKLIFT482,FORKLIFT,103,77,257,46,6,BASE_CHARLIE,ACTIVE
VEHICLE483,VEHICLE,46,47,300,71,9,BASE_CHARLIE,MAINTENANCE
RADIO484,RADIO,238,75,70,57,2,BASE_DELTA,MAINTENANCE
MEDEVAC485,MEDEVAC,18,45,270,63,5,BASE_DELTA,MAINTENANCE
VEHICLE486,VEHICLE,63,60,248,48,5,BASE_CHARLIE,ACTIVE
FORKLIFT487,FORKLIFT,137,100,133,59,1,BASE_ALPHA,MAINTENANCE
VEHICLE488,VEHICLE,112,84,202,40,4,BASE_ALPHA,MAINTENANCE
GENERATOR489,GENERATOR,88,65,231,40,5,BASE_ALPHA,ACTIVE
DRONE490,DRONE,188,7,292,48,6,BASE_ALPHA,MAINTENANCE
VEHICLE491,VEHICLE,134,73,198,66,5,BASE_DELTA,MAINTENANCE
TRUCK492,TRUCK,60,35,57,55,3,BASE_DELTA,ACTIVE
TRUCK493,TRUCK,41,45,99,57,4,BASE_CHARLIE,STANDBY
TRAILER494,TRAILER,115,54,38,43,0,BASE_BRAVO,ACTIVE
GENERATOR495,GENERATOR,5,7,228,58,7,BASE_CHARLIE,ACTIVE
MEDEVAC496,MEDEVAC,20,38,242,44,6,BASE_ALPHA,ACTIVE
TRUCK497,TRUCK,77,19,232,54,4,BASE_BRAVO,STANDBY
DRONE498,DRONE,469,89,95,61,0,BASE_DELTA,ACTIVE
VEHICLE499,VEHICLE,84,91,208,76,7,BASE_CHARLIE,MAINTENANCE
TRAILER500,TRAILER,107,100,233,55,5,BASE_ALPHA,ACTIVE
